GO.ID	Term	Annotated	Significant	Expected	Fisher	fdr
771	GO:0032507	maintenance of protein location in cell	6	0	0.18	1.00000	1
772	GO:0032535	regulation of cellular component size	8	0	0.25	1.00000	1
773	GO:0032879	regulation of localization	3	0	0.09	1.00000	1
774	GO:0032886	regulation of microtubule-based process	7	0	0.22	1.00000	1
775	GO:0032940	secretion by cell	30	0	0.92	1.00000	1
776	GO:0032956	regulation of actin cytoskeleton organiz...	7	0	0.22	1.00000	1
777	GO:0032957	inositol trisphosphate metabolic process	4	0	0.12	1.00000	1
778	GO:0032970	regulation of actin filament-based proce...	7	0	0.22	1.00000	1
779	GO:0032984	protein-containing complex disassembly	23	0	0.71	1.00000	1
780	GO:0033015	tetrapyrrole catabolic process	3	0	0.09	1.00000	1
781	GO:0033043	regulation of organelle organization	22	0	0.68	1.00000	1
782	GO:0033044	regulation of chromosome organization	8	0	0.25	1.00000	1
783	GO:0033045	regulation of sister chromatid segregati...	8	0	0.25	1.00000	1
784	GO:0033046	negative regulation of sister chromatid ...	5	0	0.15	1.00000	1
785	GO:0033047	regulation of mitotic sister chromatid s...	5	0	0.15	1.00000	1
786	GO:0033048	negative regulation of mitotic sister ch...	5	0	0.15	1.00000	1
787	GO:0033108	mitochondrial respiratory chain complex ...	5	0	0.15	1.00000	1
788	GO:0033500	carbohydrate homeostasis	5	0	0.15	1.00000	1
789	GO:0033674	positive regulation of kinase activity	6	0	0.18	1.00000	1
790	GO:0033692	cellular polysaccharide biosynthetic pro...	19	0	0.59	1.00000	1
791	GO:0033865	nucleoside bisphosphate metabolic proces...	12	0	0.37	1.00000	1
792	GO:0033866	nucleoside bisphosphate biosynthetic pro...	4	0	0.12	1.00000	1
793	GO:0033875	ribonucleoside bisphosphate metabolic pr...	12	0	0.37	1.00000	1
794	GO:0034030	ribonucleoside bisphosphate biosynthetic...	4	0	0.12	1.00000	1
795	GO:0034032	purine nucleoside bisphosphate metabolic...	12	0	0.37	1.00000	1
796	GO:0034033	purine nucleoside bisphosphate biosynthe...	4	0	0.12	1.00000	1
797	GO:0034035	purine ribonucleoside bisphosphate metab...	4	0	0.12	1.00000	1
798	GO:0034220	ion transmembrane transport	32	0	0.99	1.00000	1
799	GO:0034227	tRNA thio-modification	3	0	0.09	1.00000	1
800	GO:0034248	regulation of cellular amide metabolic p...	5	0	0.15	1.00000	1
801	GO:0034250	positive regulation of cellular amide me...	3	0	0.09	1.00000	1
802	GO:0034285	response to disaccharide	3	0	0.09	1.00000	1
803	GO:0034308	primary alcohol metabolic process	4	0	0.12	1.00000	1
804	GO:0034309	primary alcohol biosynthetic process	4	0	0.12	1.00000	1
805	GO:0034314	Arp2/3 complex-mediated actin nucleation	8	0	0.25	1.00000	1
806	GO:0034440	lipid oxidation	7	0	0.22	1.00000	1
807	GO:0034504	protein localization to nucleus	7	0	0.22	1.00000	1
808	GO:0034508	centromere complex assembly	3	0	0.09	1.00000	1
809	GO:0034655	nucleobase-containing compound catabolic...	19	0	0.59	1.00000	1
810	GO:0034656	nucleobase-containing small molecule cat...	3	0	0.09	1.00000	1
811	GO:0034728	nucleosome organization	20	0	0.62	1.00000	1
812	GO:0034754	cellular hormone metabolic process	6	0	0.18	1.00000	1
813	GO:0034762	regulation of transmembrane transport	3	0	0.09	1.00000	1
814	GO:0034765	regulation of ion transmembrane transpor...	3	0	0.09	1.00000	1
815	GO:0035383	thioester metabolic process	3	0	0.09	1.00000	1
816	GO:0035434	copper ion transmembrane transport	4	0	0.12	1.00000	1
817	GO:0035437	maintenance of protein localization in e...	6	0	0.18	1.00000	1
818	GO:0035556	intracellular signal transduction	108	0	3.33	1.00000	1
819	GO:0035601	protein deacylation	5	0	0.15	1.00000	1
820	GO:0036092	phosphatidylinositol-3-phosphate biosynt...	4	0	0.12	1.00000	1
821	GO:0036260	RNA capping	4	0	0.12	1.00000	1
822	GO:0040007	growth	8	0	0.25	1.00000	1
823	GO:0042126	nitrate metabolic process	3	0	0.09	1.00000	1
824	GO:0042128	nitrate assimilation	3	0	0.09	1.00000	1
825	GO:0042147	retrograde transport, endosome to Golgi	5	0	0.15	1.00000	1
826	GO:0042157	lipoprotein metabolic process	18	0	0.55	1.00000	1
827	GO:0042158	lipoprotein biosynthetic process	14	0	0.43	1.00000	1
828	GO:0042159	lipoprotein catabolic process	4	0	0.12	1.00000	1
829	GO:0042168	heme metabolic process	5	0	0.15	1.00000	1
830	GO:0042180	cellular ketone metabolic process	6	0	0.18	1.00000	1
831	GO:0042182	ketone catabolic process	3	0	0.09	1.00000	1
832	GO:0042325	regulation of phosphorylation	15	0	0.46	1.00000	1
833	GO:0042327	positive regulation of phosphorylation	6	0	0.18	1.00000	1
834	GO:0042398	cellular modified amino acid biosyntheti...	16	0	0.49	1.00000	1
835	GO:0042401	cellular biogenic amine biosynthetic pro...	9	0	0.28	1.00000	1
836	GO:0042430	indole-containing compound metabolic pro...	8	0	0.25	1.00000	1
837	GO:0042445	hormone metabolic process	6	0	0.18	1.00000	1
838	GO:0042454	ribonucleoside catabolic process	3	0	0.09	1.00000	1
839	GO:0042546	cell wall biogenesis	10	0	0.31	1.00000	1
840	GO:0042548	regulation of photosynthesis, light reac...	4	0	0.12	1.00000	1
841	GO:0042549	photosystem II stabilization	4	0	0.12	1.00000	1
842	GO:0042558	pteridine-containing compound metabolic ...	14	0	0.43	1.00000	1
843	GO:0042559	pteridine-containing compound biosynthet...	12	0	0.37	1.00000	1
844	GO:0042593	glucose homeostasis	5	0	0.15	1.00000	1
845	GO:0042723	thiamine-containing compound metabolic p...	6	0	0.18	1.00000	1
846	GO:0042724	thiamine-containing compound biosyntheti...	6	0	0.18	1.00000	1
847	GO:0042726	flavin-containing compound metabolic pro...	9	0	0.28	1.00000	1
848	GO:0042727	flavin-containing compound biosynthetic ...	9	0	0.28	1.00000	1
849	GO:0042770	signal transduction in response to DNA d...	5	0	0.15	1.00000	1
850	GO:0042773	ATP synthesis coupled electron transport	8	0	0.25	1.00000	1
851	GO:0042775	mitochondrial ATP synthesis coupled elec...	6	0	0.18	1.00000	1
852	GO:0042908	xenobiotic transport	34	0	1.05	1.00000	1
853	GO:0043062	extracellular structure organization	7	0	0.22	1.00000	1
854	GO:0043085	positive regulation of catalytic activit...	7	0	0.22	1.00000	1
855	GO:0043094	cellular metabolic compound salvage	3	0	0.09	1.00000	1
856	GO:0043161	proteasome-mediated ubiquitin-dependent ...	6	0	0.18	1.00000	1
857	GO:0043243	positive regulation of protein-containin...	3	0	0.09	1.00000	1
858	GO:0043244	regulation of protein-containing complex...	5	0	0.15	1.00000	1
859	GO:0043254	regulation of protein-containing complex...	7	0	0.22	1.00000	1
860	GO:0043269	regulation of ion transport	3	0	0.09	1.00000	1
861	GO:0043467	regulation of generation of precursor me...	4	0	0.12	1.00000	1
862	GO:0043543	protein acylation	8	0	0.25	1.00000	1
863	GO:0043545	molybdopterin cofactor metabolic process	4	0	0.12	1.00000	1
864	GO:0043549	regulation of kinase activity	15	0	0.46	1.00000	1
865	GO:0043562	cellular response to nitrogen levels	3	0	0.09	1.00000	1
866	GO:0043574	peroxisomal transport	4	0	0.12	1.00000	1
867	GO:0043631	RNA polyadenylation	7	0	0.22	1.00000	1
868	GO:0043632	modification-dependent macromolecule cat...	55	0	1.69	1.00000	1
869	GO:0043647	inositol phosphate metabolic process	5	0	0.15	1.00000	1
870	GO:0043650	dicarboxylic acid biosynthetic process	3	0	0.09	1.00000	1
871	GO:0043933	protein-containing complex organization	91	0	2.8	1.00000	1
872	GO:0044036	cell wall macromolecule metabolic proces...	10	0	0.31	1.00000	1
873	GO:0044087	regulation of cellular component biogene...	8	0	0.25	1.00000	1
874	GO:0044093	positive regulation of molecular functio...	7	0	0.22	1.00000	1
875	GO:0044106	cellular amine metabolic process	16	0	0.49	1.00000	1
876	GO:0044242	cellular lipid catabolic process	6	0	0.18	1.00000	1
877	GO:0044257	cellular protein catabolic process	66	0	2.03	1.00000	1
878	GO:0044265	cellular macromolecule catabolic process	91	0	2.8	1.00000	1
879	GO:0044270	cellular nitrogen compound catabolic pro...	25	0	0.77	1.00000	1
880	GO:0044550	secondary metabolite biosynthetic proces...	3	0	0.09	1.00000	1
881	GO:0044743	protein transmembrane import into intrac...	7	0	0.22	1.00000	1
882	GO:0044770	cell cycle phase transition	15	0	0.46	1.00000	1
883	GO:0044772	mitotic cell cycle phase transition	9	0	0.28	1.00000	1
884	GO:0044784	metaphase/anaphase transition of cell cy...	8	0	0.25	1.00000	1
885	GO:0045010	actin nucleation	11	0	0.34	1.00000	1
886	GO:0045017	glycerolipid biosynthetic process	39	0	1.2	1.00000	1
887	GO:0045040	protein insertion into mitochondrial out...	3	0	0.09	1.00000	1
888	GO:0045185	maintenance of protein location	6	0	0.18	1.00000	1
889	GO:0045727	positive regulation of translation	3	0	0.09	1.00000	1
890	GO:0045786	negative regulation of cell cycle	12	0	0.37	1.00000	1
891	GO:0045839	negative regulation of mitotic nuclear d...	5	0	0.15	1.00000	1
892	GO:0045841	negative regulation of mitotic metaphase...	5	0	0.15	1.00000	1
893	GO:0045859	regulation of protein kinase activity	14	0	0.43	1.00000	1
894	GO:0045860	positive regulation of protein kinase ac...	6	0	0.18	1.00000	1
895	GO:0045901	positive regulation of translational elo...	3	0	0.09	1.00000	1
896	GO:0045905	positive regulation of translational ter...	3	0	0.09	1.00000	1
897	GO:0045930	negative regulation of mitotic cell cycl...	7	0	0.22	1.00000	1
898	GO:0045934	negative regulation of nucleobase-contai...	5	0	0.15	1.00000	1
899	GO:0045935	positive regulation of nucleobase-contai...	3	0	0.09	1.00000	1
900	GO:0045937	positive regulation of phosphate metabol...	6	0	0.18	1.00000	1
901	GO:0046036	CTP metabolic process	5	0	0.15	1.00000	1
902	GO:0046039	GTP metabolic process	5	0	0.15	1.00000	1
903	GO:0046040	IMP metabolic process	6	0	0.18	1.00000	1
904	GO:0046051	UTP metabolic process	5	0	0.15	1.00000	1
905	GO:0046073	dTMP metabolic process	3	0	0.09	1.00000	1
906	GO:0046087	cytidine metabolic process	3	0	0.09	1.00000	1
907	GO:0046131	pyrimidine ribonucleoside metabolic proc...	3	0	0.09	1.00000	1
908	GO:0046133	pyrimidine ribonucleoside catabolic proc...	3	0	0.09	1.00000	1
909	GO:0046135	pyrimidine nucleoside catabolic process	3	0	0.09	1.00000	1
910	GO:0046168	glycerol-3-phosphate catabolic process	4	0	0.12	1.00000	1
911	GO:0046185	aldehyde catabolic process	4	0	0.12	1.00000	1
912	GO:0046348	amino sugar catabolic process	9	0	0.28	1.00000	1
913	GO:0046351	disaccharide biosynthetic process	20	0	0.62	1.00000	1
914	GO:0046385	deoxyribose phosphate biosynthetic proce...	3	0	0.09	1.00000	1
915	GO:0046434	organophosphate catabolic process	5	0	0.15	1.00000	1
916	GO:0046451	diaminopimelate metabolic process	4	0	0.12	1.00000	1
917	GO:0046467	membrane lipid biosynthetic process	17	0	0.52	1.00000	1
918	GO:0046474	glycerophospholipid biosynthetic process	31	0	0.95	1.00000	1
919	GO:0046486	glycerolipid metabolic process	55	0	1.69	1.00000	1
920	GO:0046488	phosphatidylinositol metabolic process	46	0	1.42	1.00000	1
921	GO:0046578	regulation of Ras protein signal transdu...	6	0	0.18	1.00000	1
922	GO:0046700	heterocycle catabolic process	24	0	0.74	1.00000	1
923	GO:0046785	microtubule polymerization	3	0	0.09	1.00000	1
924	GO:0046835	carbohydrate phosphorylation	5	0	0.15	1.00000	1
925	GO:0046836	glycolipid transport	3	0	0.09	1.00000	1
926	GO:0046854	phosphatidylinositol phosphate biosynthe...	17	0	0.52	1.00000	1
927	GO:0046903	secretion	30	0	0.92	1.00000	1
928	GO:0046916	cellular transition metal ion homeostasi...	4	0	0.12	1.00000	1
929	GO:0046942	carboxylic acid transport	14	0	0.43	1.00000	1
930	GO:0048015	phosphatidylinositol-mediated signaling	4	0	0.12	1.00000	1
931	GO:0048017	inositol lipid-mediated signaling	4	0	0.12	1.00000	1
932	GO:0048193	Golgi vesicle transport	34	0	1.05	1.00000	1
933	GO:0048278	vesicle docking	10	0	0.31	1.00000	1
934	GO:0048367	shoot system development	5	0	0.15	1.00000	1
935	GO:0048518	positive regulation of biological proces...	16	0	0.49	1.00000	1
936	GO:0048522	positive regulation of cellular process	15	0	0.46	1.00000	1
937	GO:0048523	negative regulation of cellular process	20	0	0.62	1.00000	1
938	GO:0048583	regulation of response to stimulus	13	0	0.4	1.00000	1
939	GO:0048584	positive regulation of response to stimu...	4	0	0.12	1.00000	1
940	GO:0048731	system development	5	0	0.15	1.00000	1
941	GO:0048827	phyllome development	3	0	0.09	1.00000	1
942	GO:0048856	anatomical structure development	39	0	1.2	1.00000	1
943	GO:0048878	chemical homeostasis	12	0	0.37	1.00000	1
944	GO:0050790	regulation of catalytic activity	22	0	0.68	1.00000	1
945	GO:0050801	ion homeostasis	7	0	0.22	1.00000	1
946	GO:0051049	regulation of transport	3	0	0.09	1.00000	1
947	GO:0051052	regulation of DNA metabolic process	9	0	0.28	1.00000	1
948	GO:0051056	regulation of small GTPase mediated sign...	6	0	0.18	1.00000	1
949	GO:0051128	regulation of cellular component organiz...	26	0	0.8	1.00000	1
950	GO:0051129	negative regulation of cellular componen...	7	0	0.22	1.00000	1
951	GO:0051130	positive regulation of cellular componen...	3	0	0.09	1.00000	1
952	GO:0051168	nuclear export	3	0	0.09	1.00000	1
953	GO:0051169	nuclear transport	12	0	0.37	1.00000	1
954	GO:0051170	import into nucleus	7	0	0.22	1.00000	1
955	GO:0051172	negative regulation of nitrogen compound...	6	0	0.18	1.00000	1
956	GO:0051173	positive regulation of nitrogen compound...	12	0	0.37	1.00000	1
957	GO:0051174	regulation of phosphorus metabolic proce...	17	0	0.52	1.00000	1
958	GO:0051189	prosthetic group metabolic process	4	0	0.12	1.00000	1
959	GO:0051204	protein insertion into mitochondrial mem...	4	0	0.12	1.00000	1
960	GO:0051225	spindle assembly	5	0	0.15	1.00000	1
961	GO:0051235	maintenance of location	6	0	0.18	1.00000	1
962	GO:0051246	regulation of protein metabolic process	22	0	0.68	1.00000	1
963	GO:0051247	positive regulation of protein metabolic...	9	0	0.28	1.00000	1
964	GO:0051258	protein polymerization	11	0	0.34	1.00000	1
965	GO:0051259	protein complex oligomerization	6	0	0.18	1.00000	1
966	GO:0051260	protein homooligomerization	5	0	0.15	1.00000	1
967	GO:0051261	protein depolymerization	10	0	0.31	1.00000	1
968	GO:0051273	beta-glucan metabolic process	19	0	0.59	1.00000	1
969	GO:0051274	beta-glucan biosynthetic process	19	0	0.59	1.00000	1
970	GO:0051301	cell division	12	0	0.37	1.00000	1
971	GO:0051304	chromosome separation	9	0	0.28	1.00000	1
972	GO:0051306	mitotic sister chromatid separation	8	0	0.25	1.00000	1
973	GO:0051321	meiotic cell cycle	4	0	0.12	1.00000	1
974	GO:0051338	regulation of transferase activity	15	0	0.46	1.00000	1
975	GO:0051347	positive regulation of transferase activ...	6	0	0.18	1.00000	1
976	GO:0051493	regulation of cytoskeleton organization	14	0	0.43	1.00000	1
977	GO:0051596	methylglyoxal catabolic process	3	0	0.09	1.00000	1
978	GO:0051603	proteolysis involved in cellular protein...	66	0	2.03	1.00000	1
979	GO:0051606	detection of stimulus	5	0	0.15	1.00000	1
980	GO:0051640	organelle localization	14	0	0.43	1.00000	1
981	GO:0051651	maintenance of location in cell	6	0	0.18	1.00000	1
982	GO:0051656	establishment of organelle localization	4	0	0.12	1.00000	1
983	GO:0051726	regulation of cell cycle	35	0	1.08	1.00000	1
984	GO:0051783	regulation of nuclear division	5	0	0.15	1.00000	1
985	GO:0051784	negative regulation of nuclear division	5	0	0.15	1.00000	1
986	GO:0051983	regulation of chromosome segregation	8	0	0.25	1.00000	1
987	GO:0051985	negative regulation of chromosome segreg...	5	0	0.15	1.00000	1
988	GO:0052646	alditol phosphate metabolic process	4	0	0.12	1.00000	1
989	GO:0055065	metal ion homeostasis	5	0	0.15	1.00000	1
990	GO:0055072	iron ion homeostasis	4	0	0.12	1.00000	1
991	GO:0055076	transition metal ion homeostasis	4	0	0.12	1.00000	1
992	GO:0055080	cation homeostasis	5	0	0.15	1.00000	1
993	GO:0055082	cellular chemical homeostasis	11	0	0.34	1.00000	1
994	GO:0060236	regulation of mitotic spindle organizati...	6	0	0.18	1.00000	1
995	GO:0061727	methylglyoxal catabolic process to lacta...	3	0	0.09	1.00000	1
996	GO:0061919	process utilizing autophagic mechanism	18	0	0.55	1.00000	1
997	GO:0065002	intracellular protein transmembrane tran...	12	0	0.37	1.00000	1
998	GO:0065003	protein-containing complex assembly	69	0	2.12	1.00000	1
999	GO:0065004	protein-DNA complex assembly	22	0	0.68	1.00000	1
1000	GO:0065009	regulation of molecular function	24	0	0.74	1.00000	1
1001	GO:0070071	proton-transporting two-sector ATPase co...	3	0	0.09	1.00000	1
1002	GO:0070507	regulation of microtubule cytoskeleton o...	7	0	0.22	1.00000	1
1003	GO:0070585	protein localization to mitochondrion	8	0	0.25	1.00000	1
1004	GO:0070726	cell wall assembly	7	0	0.22	1.00000	1
1005	GO:0070887	cellular response to chemical stimulus	4	0	0.12	1.00000	1
1006	GO:0070925	organelle assembly	19	0	0.59	1.00000	1
1007	GO:0071173	spindle assembly checkpoint signaling	5	0	0.15	1.00000	1
1008	GO:0071174	mitotic spindle checkpoint signaling	5	0	0.15	1.00000	1
1009	GO:0071496	cellular response to external stimulus	7	0	0.22	1.00000	1
1010	GO:0071668	plant-type cell wall assembly	7	0	0.22	1.00000	1
1011	GO:0071669	plant-type cell wall organization or bio...	9	0	0.28	1.00000	1
1012	GO:0071805	potassium ion transmembrane transport	12	0	0.37	1.00000	1
1013	GO:0071806	protein transmembrane transport	12	0	0.37	1.00000	1
1014	GO:0071824	protein-DNA complex subunit organization	23	0	0.71	1.00000	1
1015	GO:0071826	ribonucleoprotein complex subunit organi...	10	0	0.31	1.00000	1
1016	GO:0071900	regulation of protein serine/threonine k...	8	0	0.25	1.00000	1
1017	GO:0071941	nitrogen cycle metabolic process	4	0	0.12	1.00000	1
1018	GO:0072329	monocarboxylic acid catabolic process	6	0	0.18	1.00000	1
1019	GO:0072348	sulfur compound transport	10	0	0.31	1.00000	1
1020	GO:0072488	ammonium transmembrane transport	5	0	0.15	1.00000	1
1021	GO:0072527	pyrimidine-containing compound metabolic...	26	0	0.8	1.00000	1
1022	GO:0072528	pyrimidine-containing compound biosynthe...	22	0	0.68	1.00000	1
1023	GO:0072529	pyrimidine-containing compound catabolic...	3	0	0.09	1.00000	1
1024	GO:0072595	maintenance of protein localization in o...	6	0	0.18	1.00000	1
1025	GO:0072655	establishment of protein localization to...	8	0	0.25	1.00000	1
1026	GO:0072662	protein localization to peroxisome	4	0	0.12	1.00000	1
1027	GO:0072663	establishment of protein localization to...	4	0	0.12	1.00000	1
1028	GO:0080134	regulation of response to stress	4	0	0.12	1.00000	1
1029	GO:0080135	regulation of cellular response to stres...	3	0	0.09	1.00000	1
1030	GO:0090066	regulation of anatomical structure size	8	0	0.25	1.00000	1
1031	GO:0090151	establishment of protein localization to...	4	0	0.12	1.00000	1
1032	GO:0090224	regulation of spindle organization	6	0	0.18	1.00000	1
1033	GO:0097354	prenylation	4	0	0.12	1.00000	1
1034	GO:0097435	supramolecular fiber organization	25	0	0.77	1.00000	1
1035	GO:0098655	cation transmembrane transport	26	0	0.8	1.00000	1
1036	GO:0098656	anion transmembrane transport	5	0	0.15	1.00000	1
1037	GO:0098660	inorganic ion transmembrane transport	27	0	0.83	1.00000	1
1038	GO:0098662	inorganic cation transmembrane transport	26	0	0.8	1.00000	1
1039	GO:0098732	macromolecule deacylation	5	0	0.15	1.00000	1
1040	GO:0098734	macromolecule depalmitoylation	4	0	0.12	1.00000	1
1041	GO:0098771	inorganic ion homeostasis	5	0	0.15	1.00000	1
1042	GO:0099402	plant organ development	3	0	0.09	1.00000	1
1043	GO:0110053	regulation of actin filament organizatio...	7	0	0.22	1.00000	1
1044	GO:0140013	meiotic nuclear division	3	0	0.09	1.00000	1
1045	GO:0140029	exocytic process	9	0	0.28	1.00000	1
1046	GO:0140056	organelle localization by membrane tethe...	10	0	0.31	1.00000	1
1047	GO:0140352	export from cell	30	0	0.92	1.00000	1
1048	GO:0140694	non-membrane-bounded organelle assembly	8	0	0.25	1.00000	1
1049	GO:1901071	glucosamine-containing compound metaboli...	9	0	0.28	1.00000	1
1050	GO:1901072	glucosamine-containing compound cataboli...	9	0	0.28	1.00000	1
1051	GO:1901136	carbohydrate derivative catabolic proces...	18	0	0.55	1.00000	1
1052	GO:1901264	carbohydrate derivative transport	3	0	0.09	1.00000	1
1053	GO:1901361	organic cyclic compound catabolic proces...	25	0	0.77	1.00000	1
1054	GO:1901475	pyruvate transmembrane transport	4	0	0.12	1.00000	1
1055	GO:1901657	glycosyl compound metabolic process	19	0	0.59	1.00000	1
1056	GO:1901658	glycosyl compound catabolic process	4	0	0.12	1.00000	1
1057	GO:1901701	cellular response to oxygen-containing c...	3	0	0.09	1.00000	1
1058	GO:1901987	regulation of cell cycle phase transitio...	15	0	0.46	1.00000	1
1059	GO:1901988	negative regulation of cell cycle phase ...	12	0	0.37	1.00000	1
1060	GO:1901990	regulation of mitotic cell cycle phase t...	9	0	0.28	1.00000	1
1061	GO:1901991	negative regulation of mitotic cell cycl...	6	0	0.18	1.00000	1
1062	GO:1902099	regulation of metaphase/anaphase transit...	8	0	0.25	1.00000	1
1063	GO:1902100	negative regulation of metaphase/anaphas...	5	0	0.15	1.00000	1
1064	GO:1902221	erythrose 4-phosphate/phosphoenolpyruvat...	7	0	0.22	1.00000	1
1065	GO:1902223	erythrose 4-phosphate/phosphoenolpyruvat...	6	0	0.18	1.00000	1
1066	GO:1902531	regulation of intracellular signal trans...	6	0	0.18	1.00000	1
1067	GO:1902600	proton transmembrane transport	3	0	0.09	1.00000	1
1068	GO:1902850	microtubule cytoskeleton organization in...	6	0	0.18	1.00000	1
1069	GO:1902903	regulation of supramolecular fiber organ...	7	0	0.22	1.00000	1
1070	GO:1903046	meiotic cell cycle process	3	0	0.09	1.00000	1
1071	GO:1903509	liposaccharide metabolic process	21	0	0.65	1.00000	1
1072	GO:1903825	organic acid transmembrane transport	26	0	0.8	1.00000	1
1073	GO:1904029	regulation of cyclin-dependent protein k...	8	0	0.25	1.00000	1
1074	GO:1904062	regulation of cation transmembrane trans...	3	0	0.09	1.00000	1
1075	GO:1905037	autophagosome organization	11	0	0.34	1.00000	1
1076	GO:1905039	carboxylic acid transmembrane transport	26	0	0.8	1.00000	1
1077	GO:1905818	regulation of chromosome separation	8	0	0.25	1.00000	1
1078	GO:1905819	negative regulation of chromosome separa...	5	0	0.15	1.00000	1
1079	GO:1990542	mitochondrial transmembrane transport	8	0	0.25	1.00000	1
1080	GO:2000112	regulation of cellular macromolecule bio...	5	0	0.15	1.00000	1
1081	GO:2000816	negative regulation of mitotic sister ch...	5	0	0.15	1.00000	1
1082	GO:2001020	regulation of response to DNA damage sti...	3	0	0.09	1.00000	1
1083	GO:2001057	reactive nitrogen species metabolic proc...	3	0	0.09	1.00000	1
1084	GO:2001251	negative regulation of chromosome organi...	5	0	0.15	1.00000	1
